nb_pieces,lien,titre,surface,nb_chambres,annee_constr,nb_features_int,features_int,features_ext,terrain,prix,type,villes,piscine,place_parking,cuisine_amenagee,ascenseur,sous_sol,balcons,terrasses,caves,garages
8,https://www.laforet.com/agence-immobiliere/verdunsurgaronne/acheter/comberouger/maison-8-pieces-21469594,Maison T8 Comberouger,174,4,0,2,Cuisine Independante,,1,212500,Maison,Comberouger,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/cabannes/acheter/cavaillon/maison-4-pieces-21469537,Maison T4 Cavaillon,87,3,0,4,"1 terrasse(s), 1 garage(s)",,1,280500,Maison,Cavaillon,0,0,0,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/paris15saintcharles/acheter/paris-15/appartement-3-pieces-21469520,Appartement T3 Paris 15,63,2,1974,2,Avec ascenseur,,0,700000,Appartement,Paris 15,0,0,0,1,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/lekremlin/acheter/paris-13/appartement-2-pieces-21469480,Appartement T2 Paris 13,42,1,1960,10,"Cuisine Independante, Avec ascenseur, 1 terrasse(s), 1 cave(s), Avec sous-sol",,0,410000,Appartement,Paris 13,0,0,0,1,1,0,1,1,0
1,https://www.laforet.com/agence-immobiliere/paris20/acheter/paris-20/appartement-1-piece-21469443,Appartement T1 Paris 20,25,1,0,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,223000,Appartement,Paris 20,0,0,0,1,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/lomme/acheter/croix/maison-5-pieces-21469436,Maison T5 Croix,96,4,1930,4,"Cuisine Amenagee/equipee, 1 garage(s)",,1,210500,Maison,Croix,0,0,1,0,0,0,0,0,1
5,https://www.laforet.com/agence-immobiliere/esseylesnancy/acheter/vandoeuvre-les-nancy/appartement-5-pieces-21469400,Appartement T5 VandÅuvre-les-Nancy,91,4,1970,4,"Cuisine Independante, 1 cave(s)",,0,125000,Appartement,VandÅuvre-les-Nancy,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris12garedelyon/acheter/paris-12/appartement-2-pieces-21469376,Appartement T2 Paris 12,47,1,1989,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,499500,Appartement,Paris 12,0,0,1,1,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/lyon2/acheter/lyon-02/appartement-1-piece-21469372,Appartement T1 Lyon 02,15,1,0,2,Cuisine Kitchenet,,0,147500,Appartement,Lyon 02,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/chauny/acheter/chauny/maison-5-pieces-21469370,Maison T5 pres de Chauny,82,3,0,4,"Cuisine Equipee, 31 cave(s)",,1,152000,Maison,Chauny,0,0,0,0,0,0,0,31,0
4,https://www.laforet.com/agence-immobiliere/lyon2/acheter/lyon-02/appartement-4-pieces-21469348,Appartement T4 Lyon 02,109,3,1870,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,790000,Appartement,Lyon 02,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/creon/acheter/targon/maison-4-pieces-21469243,Maison T4 Targon,85,3,2022,2,Cuisine Nue,,1,285000,Maison,Targon,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/fosses/acheter/louvres/appartement-3-pieces-21469239,Appartement T3 Louvres,52,2,0,4,"Cuisine Amenagee/equipee, Avec ascenseur",,0,244700,Appartement,Louvres,0,0,1,1,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/lieusaint/acheter/lieusaint/appartement-4-pieces-21469230,Appartement T4 Lieusaint,94,3,2005,4,"Cuisine Amenagee, 1 garage(s)",,0,279500,Appartement,Lieusaint,0,0,1,0,0,0,0,0,1
2,https://www.laforet.com/agence-immobiliere/nice-centre/acheter/nice/appartement-2-pieces-21469204,Appartement T2 Nice,47,1,1985,4,"Cuisine Independante, 1 balcon(s)",,0,199000,Appartement,Nice,0,0,0,0,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/nice-port/acheter/nice/appartement-3-pieces-21469203,Appartement T3 Nice,52,2,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,212800,Appartement,Nice,0,0,0,1,0,1,0,1,0
8,https://www.laforet.com/agence-immobiliere/clermont/acheter/saint-just-en-chaussee/maison-8-pieces-21469105,Maison T8 pres de Saint-Just-en-Chaussee,145,5,0,0,,,1,252000,Maison,Saint-Just-en-Chaussee,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/aucamville/acheter/aucamville/maison-5-pieces-21469086,Maison T5 Aucamville,136,3,1979,6,"Cuisine Amenagee/equipee, 2 terrasse(s), 1 garage(s)",,1,370000,Maison,Aucamville,0,0,1,0,0,0,2,0,1
3,https://www.laforet.com/agence-immobiliere/gardanne/acheter/fuveau/appartement-3-pieces-21469067,Appartement T3 Fuveau,95,2,1970,0,,,0,270000,Appartement,Fuveau,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/mouy/acheter/mouy/maison-4-pieces-21469008,Maison T4 Mouy,92,3,0,4,"Cuisine Amenagee, 1 terrasse(s)",,1,174000,Maison,Mouy,0,0,1,0,0,0,1,0,0
2,https://www.laforet.com/agence-immobiliere/lieusaint/acheter/lieusaint/appartement-2-pieces-21469004,Appartement T2 Lieusaint,50,1,2009,4,"Cuisine Amenagee/equipee, Avec sous-sol",,0,159000,Appartement,Lieusaint,0,0,1,0,1,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/mouy/acheter/mouy/maison-3-pieces-21468992,Maison T3 pres de Mouy,69,2,0,0,,,1,109500,Maison,Mouy,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/thionville/acheter/terville/maison-5-pieces-21468983,Maison T5 Terville,116,3,1998,2,Cuisine Equipee,,1,379000,Maison,Terville,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/juvisy-sur-orge/acheter/corbeil-essonnes/appartement-6-pieces-21468651,Appartement T6 Corbeil-Essonnes,113,4,0,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,207400,Appartement,Corbeil-Essonnes,0,0,1,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/saint-maurice/acheter/saint-maurice/appartement-3-pieces-21468641,Appartement T3 Saint-Maurice,59,1,1992,4,"Cuisine Amenagee, 1 cave(s)",,0,430000,Appartement,Saint-Maurice,0,0,1,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris17guymoquet/acheter/paris-17/appartement-2-pieces-21468636,Appartement T2 Paris 17,27,1,1860,6,"Cuisine Independante, 2 balcon(s), 1 cave(s)",,0,269000,Appartement,Paris 17,0,0,0,0,0,2,0,1,0
4,https://www.laforet.com/agence-immobiliere/ajaccio-sarrola/acheter/albitreccia/appartement-4-pieces-21468525,Appartement T4 Albitreccia,125,3,0,2,Cuisine Amenagee/equipee,,1,950000,Appartement,Albitreccia,0,0,1,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/suresnes/acheter/suresnes/appartement-4-pieces-21468498,Appartement T4 Suresnes,88,3,2019,8,"Avec ascenseur, 1 balcon(s), 1 terrasse(s), Avec sous-sol",,0,649000,Appartement,Suresnes,0,0,0,1,1,1,1,0,0
2,https://www.laforet.com/agence-immobiliere/juvisy-sur-orge/acheter/juvisy-sur-orge/appartement-2-pieces-21468458,Appartement T2 Juvisy-sur-Orge,48,1,1930,2,1 cave(s),,0,186000,Appartement,Juvisy-sur-Orge,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/martigues/acheter/martigues/maison-5-pieces-21468412,Maison T5 Martigues,131,3,1954,0,,Avec piscine,1,525000,Maison,Martigues,1,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/villemomble/acheter/bondy/maison-5-pieces-21468404,Maison T5 Bondy,94,4,1930,10,"Cuisine Independante, 1 terrasse(s), 2 cave(s), Avec sous-sol, 1 garage(s)",,1,346000,Maison,Bondy,0,0,0,0,1,0,1,2,1
5,https://www.laforet.com/agence-immobiliere/oullins/acheter/oullins/appartement-5-pieces-21468395,Appartement T5 Oullins,86,3,0,6,"Cuisine Americaine, 1 balcon(s), 1 cave(s)",,0,299000,Appartement,Oullins,0,0,0,0,0,1,0,1,0
6,https://www.laforet.com/agence-immobiliere/lannion/acheter/cavan/maison-6-pieces-21468374,Maison T6 Cavan,110,4,0,4,"Cuisine Simple, 2 garage(s)",,1,179990,Maison,Cavan,0,0,0,0,0,0,0,0,2
1,https://www.laforet.com/agence-immobiliere/paris9martyrs/acheter/paris-09/appartement-1-piece-21468308,Appartement T1 Paris 09,8,1,0,2,Cuisine Kitchenet,,0,74000,Appartement,Paris 09,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/ares/acheter/ares/maison-4-pieces-21468264,Maison T4 Ares,130,3,1960,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,627000,Maison,Ares,0,0,1,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/saint-denis/acheter/saint-denis/appartement-4-pieces-21468263,Appartement T4 Saint-Denis,90,3,2018,4,"Avec ascenseur, 1 cave(s)",,0,491150,Appartement,Saint-Denis,0,0,0,1,0,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/stemenehould/acheter/sainte-menehould/maison-6-pieces-21468229,Maison T6 Sainte-Menehould,159,4,1970,10,"Cuisine Amenagee, 1 terrasse(s), 1 cave(s), Avec sous-sol, 1 garage(s)",,1,169000,Maison,Sainte-Menehould,0,0,1,0,1,0,1,1,1
3,https://www.laforet.com/agence-immobiliere/ploermel/acheter/ploermel/maison-3-pieces-21468228,Maison T3 pres de Ploa«rmel,53,1,1850,0,,,1,82540,Maison,Ploa«rmel,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/redon/acheter/sixt-sur-aff/maison-5-pieces-21468221,Maison T5 Sixt-sur-Aff,121,4,1976,4,"Cuisine Independante, 2 garage(s)",,1,184830,Maison,Sixt-sur-Aff,0,0,0,0,0,0,0,0,2
4,https://www.laforet.com/agence-immobiliere/aucamville/acheter/toulouse/appartement-4-pieces-21468165,Appartement T4 Toulouse,85,3,2004,4,"Cuisine Amenagee/equipee, 1 terrasse(s)","2 place(s) ext., Avec piscine",0,229000,Appartement,Toulouse,1,2,1,0,0,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/montauban/acheter/toulouse/maison-3-pieces-21468158,Maison T3 Toulouse,73,2,2011,4,"Cuisine Amenagee/equipee, 1 garage(s)",,1,276000,Maison,Toulouse,0,0,1,0,0,0,0,0,1
1,https://www.laforet.com/agence-immobiliere/paris10republique/acheter/paris-10/appartement-1-piece-21468156,Appartement T1 Paris 10,38,1,0,6,"Cuisine Independante, 1 balcon(s), 1 cave(s)",,0,400000,Appartement,Paris 10,0,0,0,0,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/lessablesdolonne-castelnau/acheter/les-sables-dolonne/appartement-3-pieces-21468136,Appartement T3 pres de Les Sables-d'Olonne,61,2,1970,10,"Cuisine Amenagee, Avec ascenseur, 1 terrasse(s), 1 cave(s), Avec sous-sol",,0,280900,Appartement,Les Sables-d'Olonne,0,0,1,1,1,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/dijon-clemenceau/acheter/dijon/appartement-2-pieces-21468089,Appartement T2 Dijon,43,1,2018,6,"Avec ascenseur, 1 terrasse(s), 1 garage(s)",,1,90000,Appartement,Dijon,0,0,0,1,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/louhans/acheter/beaufort-orbagna/maison-5-pieces-21467804,Maison T5 pres de Beaufort-Orbagna,130,2,1825,0,,,1,199000,Maison,Beaufort-Orbagna,0,0,0,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/louhans/acheter/cousance/maison-7-pieces-21467801,Maison T7 pres de Cousance,183,5,0,2,Cuisine Americaine,,1,129900,Maison,Cousance,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/louhans/acheter/cousance/maison-6-pieces-21467800,Maison T6 pres de Cousance,127,4,0,2,Cuisine Nue,,1,129000,Maison,Cousance,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/louhans/acheter/beaufort-orbagna/maison-5-pieces-21467794,Maison T5 pres de Beaufort-Orbagna,156,3,0,4,"Cuisine Amenagee, 1 garage(s)",,1,99000,Maison,Beaufort-Orbagna,0,0,1,0,0,0,0,0,1
1,https://www.laforet.com/agence-immobiliere/nanterre/acheter/paris-17/appartement-1-piece-21467752,Appartement T1 Paris 17,32,1,1970,4,"Avec ascenseur, 1 cave(s)",,0,372500,Appartement,Paris 17,0,0,0,1,0,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/morsang/acheter/morsang-sur-orge/maison-6-pieces-21467667,Maison T6 Morsang-sur-Orge,104,4,2004,6,"Cuisine Independante, 1 terrasse(s), 1 garage(s)",1 place(s) int.,1,359000,Maison,Morsang-sur-Orge,0,1,0,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/saintgenislaval/acheter/saint-genis-laval/appartement-5-pieces-21467663,Appartement T5 Saint-Genis-Laval,104,3,0,8,"Cuisine Independante, 1 balcon(s), 1 cave(s), 1 garage(s)",,0,345000,Appartement,Saint-Genis-Laval,0,0,0,0,0,1,0,1,1
3,https://www.laforet.com/agence-immobiliere/lattes/acheter/lattes/appartement-3-pieces-21467619,Appartement T3 Lattes,62,2,2019,6,"Avec ascenseur, 1 terrasse(s), 1 garage(s)",,1,360000,Appartement,Lattes,0,0,0,1,0,0,1,0,1
4,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/thiers/maison-4-pieces-21467571,Maison T4 Thiers,80,3,2022,2,Cuisine Amenagee/equipee,,1,189500,Maison,Thiers,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/angers/acheter/angers/appartement-3-pieces-21467536,Appartement T3 pres de Angers,56,2,1962,12,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s), Avec sous-sol, 1 garage(s)",,0,192400,Appartement,Angers,0,0,0,1,1,1,0,1,1
3,https://www.laforet.com/agence-immobiliere/louhans/acheter/cousance/maison-3-pieces-21467521,Maison T3 pres de Cousance,105,2,0,6,"Cuisine Nue, 1 cave(s), 1 garage(s)",,1,99000,Maison,Cousance,0,0,0,0,0,0,0,1,1
5,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/cournon-d-auvergne/maison-5-pieces-21467518,Maison T5 Cournon-d'Auvergne,92,3,1973,0,,,1,250000,Maison,Cournon-d'Auvergne,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/louhans/acheter/cousance/appartement-1-piece-21467511,Appartement T1 pres de Cousance,20,1,0,4,"Cuisine Kitchenet, 1 cave(s)",,0,28500,Appartement,Cousance,0,0,0,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/stemenehould/acheter/givry-en-argonne/maison-4-pieces-21467428,Maison T4 Givry-en-Argonne,110,2,0,4,"Cuisine Independante, 1 cave(s)",,1,70000,Maison,Givry-en-Argonne,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/gennevilliers/acheter/villeneuve-la-garenne/maison-5-pieces-21467415,Maison T5 Villeneuve-la-Garenne,120,4,1982,4,"1 terrasse(s), 1 garage(s)",,0,550000,Maison,Villeneuve-la-Garenne,0,0,0,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/la-roche-sur-foron/acheter/la-roche-sur-foron/maison-5-pieces-21467403,Maison T5 La Roche-sur-Foron,118,4,0,6,"Cuisine Equipee, 1 terrasse(s), 2 cave(s)",,0,422000,Maison,La Roche-sur-Foron,0,0,0,0,0,0,1,2,0
6,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/le-grand-quevilly/maison-6-pieces-21467384,Maison T6 Le Grand-Quevilly,135,5,1927,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 cave(s)",,1,378420,Maison,Le Grand-Quevilly,0,0,1,0,0,0,1,1,0
6,https://www.laforet.com/agence-immobiliere/palaiseau/acheter/igny/maison-6-pieces-21467016,Maison T6 Igny,120,4,1979,2,1 garage(s),1 place(s) ext.,1,549000,Maison,Igny,0,1,0,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/cachan/acheter/bourg-la-reine/appartement-3-pieces-21467010,Appartement T3 Bourg-la-Reine,78,2,1950,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,525000,Appartement,Bourg-la-Reine,0,0,0,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/lagarde/acheter/la-garde/appartement-3-pieces-21466982,Appartement T3 La Garde,60,2,1967,6,"Cuisine Independante, 2 balcon(s), 1 cave(s)",,0,192500,Appartement,La Garde,0,0,0,0,0,2,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris12garedelyon/acheter/paris-12/appartement-2-pieces-21466959,Appartement T2 pres de Paris 12,43,1,1977,10,"Cuisine Americaine, Avec ascenseur, 1 balcon(s), 1 cave(s), Avec sous-sol",,0,425000,Appartement,Paris 12,0,0,0,1,1,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/massy/acheter/massy/appartement-1-piece-21466933,Appartement T1 Massy,30,1,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",1 place(s) int.,0,155000,Appartement,Massy,0,1,0,1,0,1,0,1,0
6,https://www.laforet.com/agence-immobiliere/stemenehould/acheter/passavant-en-argonne/maison-6-pieces-21466889,Maison T6 Passavant-en-Argonne,152,3,0,4,"1 cave(s), 1 garage(s)",,1,50000,Maison,Passavant-en-Argonne,0,0,0,0,0,0,0,1,1
6,https://www.laforet.com/agence-immobiliere/lecannetdesmaures/acheter/le-luc/maison-6-pieces-21465051,Maison T6 pres de Le Luc,182,4,2005,4,"Cuisine Equipee, 2 terrasse(s)",Avec piscine,1,579000,Maison,Le Luc,1,0,0,0,0,0,2,0,0
4,https://www.laforet.com/agence-immobiliere/stegenevieve/acheter/sainte-genevieve-des-bois/appartement-4-pieces-21465047,Appartement T4 Sainte-Genevieve-des-Bois,65,2,1960,2,1 cave(s),1 place(s) ext.,0,159000,Appartement,Sainte-Genevieve-des-Bois,0,1,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/bagnolet/acheter/bagnolet/appartement-2-pieces-21465038,Appartement T2 Bagnolet,49,1,0,4,"Avec ascenseur, 1 cave(s)",,0,220000,Appartement,Bagnolet,0,0,0,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-3-pieces-21465037,Appartement T3 Annecy,63,2,1965,8,"Cuisine Americaine, Avec ascenseur, 1 terrasse(s), 1 cave(s)",,0,349000,Appartement,Annecy,0,0,0,1,0,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/compiegne/acheter/ribecourt-dreslincourt/maison-4-pieces-21465030,Maison T4 pres de Ribecourt-Dreslincourt,88,3,1974,6,"Cuisine Independante, 1 terrasse(s), 1 garage(s)",,1,179000,Maison,Ribecourt-Dreslincourt,0,0,0,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/fauville-en-caux/acheter/veulettes-sur-mer/maison-5-pieces-21464978,Maison T5 Veulettes-sur-Mer,128,4,2005,4,"Avec sous-sol, 1 garage(s)",,1,355000,Maison,Veulettes-sur-Mer,0,0,0,0,1,0,0,0,1
2,https://www.laforet.com/agence-immobiliere/antibes/acheter/antibes/appartement-2-pieces-21464976,Appartement T2 Antibes,36,1,1980,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,205000,Appartement,Antibes,0,0,1,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/saintnazaire/acheter/saint-nazaire/appartement-3-pieces-21464975,Appartement T3 Saint-Nazaire,69,2,0,4,"Cuisine Amenagee/equipee, 1 garage(s)",,0,242900,Appartement,Saint-Nazaire,0,0,1,0,0,0,0,0,1
2,https://www.laforet.com/agence-immobiliere/paris11couronnes/acheter/paris-11/appartement-2-pieces-21464973,Appartement T2 Paris 11,25,1,1880,2,1 cave(s),,0,294000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/aucamville/acheter/fonbeauzard/appartement-3-pieces-21464964,Appartement T3 pres de Fonbeauzard,51,2,1999,2,1 balcon(s),1 place(s) ext.,0,139500,Appartement,Fonbeauzard,0,1,0,0,0,1,0,0,0
5,https://www.laforet.com/agence-immobiliere/69belleville/acheter/belleville-en-beaujolais/maison-5-pieces-21464918,Maison T5 pres de Belleville-en-Beaujolais,110,3,2002,8,"Cuisine Amenagee/equipee, 1 balcon(s), 1 terrasse(s), 1 garage(s)",,1,385000,Maison,Belleville-en-Beaujolais,0,0,1,0,0,1,1,0,1
5,https://www.laforet.com/agence-immobiliere/blois/acheter/vineuil/maison-5-pieces-21464905,Maison T5 Vineuil,135,4,0,6,"Cuisine Amenagee/equipee, 1 cave(s), Avec sous-sol",,1,321000,Maison,Vineuil,0,0,1,0,1,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/caen-beaulieu/acheter/esquay-notre-dame/maison-6-pieces-21464893,Maison T6 pres de Esquay-Notre-Dame,108,4,2006,6,"Cuisine Americaine, 1 terrasse(s), 1 garage(s)",,1,275500,Maison,Esquay-Notre-Dame,0,0,0,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-10/appartement-2-pieces-21464884,Appartement T2 Paris 10,21,1,1842,4,"Cuisine Independante, 1 cave(s)",,0,216000,Appartement,Paris 10,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris9mogador/acheter/paris-09/appartement-1-piece-21464822,Appartement T1 Paris 09,20,1,1880,0,,,0,252000,Appartement,Paris 09,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/leboulou/acheter/le-boulou/maison-3-pieces-21464816,Maison T3 Le Boulou,74,1,1945,2,1 terrasse(s),,0,118000,Maison,Le Boulou,0,0,0,0,0,0,1,0,0
6,https://www.laforet.com/agence-immobiliere/lyon2/acheter/lyon-02/appartement-6-pieces-21464753,Appartement T6 Lyon 02,131,3,1992,8,"Cuisine Independante, Avec ascenseur, 2 terrasse(s), 2 garage(s)",,0,950000,Appartement,Lyon 02,0,0,0,1,0,0,2,0,2
2,https://www.laforet.com/agence-immobiliere/neauphle/acheter/montfort-l-amaury/appartement-2-pieces-21464722,Appartement T2 Montfort-l'Amaury,38,1,1994,0,,,0,196000,Appartement,Montfort-l'Amaury,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/palaiseau/acheter/villebon-sur-yvette/maison-5-pieces-21464698,Maison T5 Villebon-sur-Yvette,107,3,0,2,Cuisine Independante,,1,399000,Maison,Villebon-sur-Yvette,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/sevran/acheter/sevran/appartement-3-pieces-21464678,Appartement T3 Sevran,55,2,0,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s)",,0,203000,Appartement,Sevran,0,0,1,1,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/appartement-3-pieces-21464633,Appartement T3 Noisy-le-Grand,67,2,1973,6,"Cuisine Amenagee/equipee, 1 cave(s), 1 garage(s)",,0,199000,Appartement,Noisy-le-Grand,0,0,1,0,0,0,0,1,1
3,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/appartement-3-pieces-21464627,Appartement T3 Noisy-le-Grand,65,2,0,4,"1 terrasse(s), 1 garage(s)",,0,265000,Appartement,Noisy-le-Grand,0,0,0,0,0,0,1,0,1
4,https://www.laforet.com/agence-immobiliere/chauny/acheter/blerancourt/maison-4-pieces-21464580,Maison T4 pres de Blerancourt,96,3,1996,6,"Cuisine Simple, 1 terrasse(s), 1 garage(s)",,1,163900,Maison,Blerancourt,0,0,0,0,0,0,1,0,1
7,https://www.laforet.com/agence-immobiliere/dombasle-sur-meurthe/acheter/dombasle-sur-meurthe/maison-7-pieces-21464550,Maison T7 Dombasle-sur-Meurthe,210,3,0,0,,,0,278000,Maison,Dombasle-sur-Meurthe,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/lekremlin/acheter/les-lilas/appartement-1-piece-21464542,Appartement T1 Les Lilas,27,1,2011,6,"Cuisine Kitchenet, Avec ascenseur, 1 balcon(s)",,0,255600,Appartement,Les Lilas,0,0,0,1,0,1,0,0,0
1,https://www.laforet.com/agence-immobiliere/paris15pasteur/acheter/paris-15/appartement-1-piece-21464536,Appartement T1 Paris 15,34,1,1936,4,"Avec ascenseur, 1 cave(s)",,0,330200,Appartement,Paris 15,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/esseylesnancy/acheter/liverdun/maison-4-pieces-21464532,Maison T4 Liverdun,90,3,1985,2,1 terrasse(s),,1,232200,Maison,Liverdun,0,0,0,0,0,0,1,0,0
